date,open,high,low,close,,,
12/28/2017,267.89,267.92,267.45,267.87,,,
12/29/2017,268.53,268.55,266.64,266.86,,,
1/2/2018,267.84,268.81,267.4,268.77,,,
1/3/2018,268.96,270.64,268.96,270.47,,,
1/4/2018,271.2,272.16,270.54,271.61,,,
1/5/2018,272.51,273.56,271.95,273.42,,,
1/8/2018,273.31,274.1,272.98,273.92,,,
1/9/2018,274.4,275.25,274.08,274.54,,,
1/10/2018,273.68,274.42,272.92,274.12,,,
1/11/2018,274.75,276.12,274.56,276.12,,,
1/12/2018,276.42,278.11,276.08,277.92,,,
1/16/2018,279.35,280.09,276.18,276.97,,,
1/17/2018,278.03,280.05,276.97,279.61,,,
1/18/2018,279.48,279.96,278.58,279.14,,,
1/19/2018,279.8,280.41,279.14,280.41,,,
1/22/2018,280.17,282.69,280.11,282.69,,,
1/23/2018,282.74,283.62,282.37,283.29,,,
1/24/2018,284.02,284.7,281.84,283.18,,,
1/25/2018,284.16,284.27,282.4,283.3,,,
1/26/2018,284.25,286.63,283.96,286.58,,,
1/29/2018,285.93,286.43,284.5,284.68,,,
1/30/2018,282.6,284.74,281.22,281.76,,,
1/31/2018,282.73,283.3,280.68,281.9,,,
2/1/2018,281.07,283.06,280.68,281.58,,,
2/2/2018,280.08,280.23,275.41,275.45,,,
2/5/2018,273.45,275.85,263.31,263.93,,,
2/6/2018,259.94,269.7,258.7,269.13,,,
2/7/2018,268.5,272.36,267.58,267.67,,,
2/8/2018,268.01,268.17,257.59,257.63,,,
2/9/2018,260.8,263.61,252.92,261.5,,,
2/12/2018,263.83,267.01,261.66,265.34,,,
2/13/2018,263.97,266.62,263.31,266,,,
2/14/2018,264.31,270,264.3,269.59,,,
2/15/2018,271.57,273.04,268.77,273.03,,,
2/16/2018,272.32,275.32,272.27,273.11,,,
2/20/2018,272.03,273.67,270.5,271.4,,,
2/21/2018,271.9,274.72,269.94,270.05,,,
2/22/2018,271.1,273.05,269.64,270.4,,,
2/23/2018,271.79,274.71,271.25,274.71,,,
2/26/2018,275.93,278.01,275.26,277.9,,,
2/27/2018,278.11,278.92,274.36,274.43,,,
2/28/2018,275.68,276.19,271.29,271.65,,,
3/1/2018,271.41,273.17,266,267.7,,,
3/2/2018,265.8,269.72,264.82,269.08,,,
3/5/2018,267.73,272.89,267.61,272.19,,,
3/6/2018,273.3,273.39,271.18,272.88,,,
3/7/2018,270.42,273.18,270.2,272.78,,,
3/8/2018,273.55,274.24,272.42,274.1,,,
3/9/2018,275.7,278.87,275.34,278.87,,,
3/12/2018,279.2,279.91,278.08,278.52,,,
3/13/2018,279.84,280.41,276.03,276.72,,,
3/14/2018,277.81,278.02,274.67,275.3,,,
3/15/2018,275.88,276.61,274.43,275,,,
3/16/2018,274.5,275.39,274.14,274.2,,,
3/19/2018,273.35,274.4,268.62,270.49,,,
3/20/2018,270.94,271.67,270.18,270.95,,,
3/21/2018,270.9,273.27,270.19,270.43,,,
3/22/2018,267.91,268.87,263.36,263.67,,,
3/23/2018,264.17,264.54,257.83,258.05,,,
3/26/2018,262.13,265.43,259.41,265.11,,,
3/27/2018,266.17,266.77,258.84,260.6,,,
3/28/2018,260.75,262.64,258.58,259.83,,,
3/29/2018,261.12,265.26,259.84,263.15,,,
4/2/2018,262.55,263.13,254.67,257.47,,,
4/3/2018,258.87,261.31,256.84,260.77,,,
4/4/2018,256.75,264.36,256.6,263.56,,,
4/5/2018,265.55,266.64,264.32,265.64,,,
4/6/2018,263.42,265.11,258,259.72,,,
4/9/2018,261.37,264.84,259.94,261,,,
4/10/2018,264.27,266.04,262.98,265.15,,,
4/11/2018,263.47,265.64,263.39,263.76,,,
4/12/2018,265.26,267,265.06,265.93,,,
4/13/2018,267.41,267.54,264.01,265.15,,,
4/16/2018,267,268.2,266.07,267.33,,,
4/17/2018,269.33,270.87,268.75,270.19,,,
4/18/2018,270.69,271.3,269.87,270.39,,,
4/19/2018,269.65,269.88,267.72,268.89,,,
4/20/2018,268.81,269.06,265.61,266.61,,,
4/23/2018,267.26,267.89,265.35,266.57,,,
4/24/2018,267.73,267.98,261.28,262.98,,,
4/25/2018,262.91,264.13,260.85,263.63,,,
4/26/2018,264.79,267.25,264.29,266.31,,,
4/27/2018,267,267.34,265.5,266.56,,,
4/30/2018,267.26,267.89,264.43,264.51,,,
5/1/2018,263.87,265.1,262.11,264.98,,,
5/2/2018,264.76,265.68,262.76,263.2,,,
5/3/2018,262.26,263.36,259.05,262.62,,,
5/4/2018,261.52,266.79,261.15,266.02,,,
5/7/2018,266.89,268.02,266.11,266.92,,,
5/8/2018,266.5,267.33,265.15,266.92,,,
5/9/2018,267.68,269.87,267.09,269.5,,,
5/10/2018,270.34,272.39,270.22,272.02,,,
5/11/2018,272.16,273.15,271.58,272.85,,,
5/14/2018,273.34,274.08,272.36,272.98,,,
5/15/2018,271.59,271.61,270.03,271.1,,,
5/16/2018,271.14,272.76,271.11,272.24,,,
5/17/2018,271.94,273.23,271.13,272.01,,,
5/18/2018,271.62,272.03,270.93,271.33,,,
5/21/2018,273.01,273.98,272.57,273.37,,,
5/22/2018,273.96,274.25,272.24,272.61,,,
5/23/2018,271.17,273.39,270.99,273.36,,,
5/24/2018,272.91,273.22,270.78,272.8,,,
5/25/2018,272.15,272.86,271.58,272.15,,,
5/29/2018,270.31,271.17,267.76,269.02,,,
5/30/2018,270.5,273.11,270.42,272.61,,,
5/31/2018,272.15,272.49,270.26,270.94,,,
6/1/2018,272.41,273.94,272.33,273.6,,,
6/4/2018,274.53,275.19,274.26,274.9,,,
6/5/2018,275.05,275.53,274.18,275.1,,,
6/6/2018,275.79,277.52,275.09,277.4,,,
6/7/2018,277.95,278.28,276.34,277.37,,,
6/8/2018,276.85,278.25,276.66,278.19,,,
6/11/2018,278.44,279.37,278.31,278.56,,,
6/12/2018,279.03,279.33,278.19,278.92,,,
6/13/2018,279.19,279.48,277.8,278.03,,,
6/14/2018,279.01,279.33,278.06,278.73,,,
6/15/2018,276.6,277.51,275.35,277.13,,,
6/18/2018,275.49,276.7,274.95,276.56,,,
6/19/2018,274,275.75,273.53,275.5,,,
6/20/2018,276.27,276.72,275.59,275.97,,,
6/21/2018,275.96,275.98,273.68,274.24,,,
6/22/2018,275.66,275.79,274.49,274.74,,,
6/25/2018,273.44,273.62,269.1,271,,,
6/26/2018,271.64,272.56,270.79,271.6,,,
6/27/2018,272.26,273.87,269.18,269.35,,,
6/28/2018,269.29,271.75,268.49,270.89,,,
6/29/2018,272.12,273.66,271.15,271.28,,,
7/2/2018,269.51,272.04,269.24,271.86,,,
7/3/2018,272.87,272.98,270.42,270.9,,,
7/5/2018,272.17,273.18,270.96,273.11,,,
7/6/2018,273.14,275.84,272.71,275.42,,,
7/9/2018,276.55,277.96,276.5,277.9,,,
7/10/2018,278.41,279.01,278.08,278.9,,,
7/11/2018,277.15,278.04,276.52,276.86,,,
7/12/2018,278.28,279.43,277.6,279.37,,,
7/13/2018,279.17,279.93,278.66,279.59,,,
7/16/2018,279.64,279.8,278.84,279.34,,,
7/17/2018,278.47,280.91,278.41,280.47,,,
7/18/2018,280.56,281.18,280.06,281.06,,,
7/19/2018,280.31,280.74,279.46,280,,,
7/20/2018,279.77,280.48,279.5,279.68,,,
7/23/2018,279.45,280.43,279.06,280.2,,,
7/24/2018,281.79,282.56,280.63,281.61,,,
7/25/2018,281.33,284.37,281.28,284.01,,,
7/26/2018,283.2,284.11,283.09,283.34,,,
7/27/2018,283.71,283.82,280.38,281.42,,,
7/30/2018,281.51,281.69,279.36,279.95,,,
7/31/2018,280.81,282.02,280.38,281.33,,,
8/1/2018,281.56,282.13,280.13,280.86,,,
8/2/2018,279.39,282.58,279.16,282.39,,,
8/3/2018,282.53,283.66,282.33,283.6,,,
8/6/2018,283.64,284.99,283.2,284.64,,,
8/7/2018,285.39,286.01,285.24,285.58,,,
8/8/2018,285.39,285.91,284.94,285.46,,,
8/9/2018,285.53,285.97,284.92,285.07,,,
8/10/2018,283.45,284.06,282.36,283.16,,,
8/13/2018,283.47,284.16,281.77,282.1,,,
8/14/2018,282.92,284.17,282.48,283.9,,,
8/15/2018,282.38,282.54,280.16,281.78,,,
8/16/2018,283.4,285.04,283.36,284.06,,,
8/17/2018,283.83,285.56,283.37,285.06,,,
8/20/2018,285.57,285.97,285.06,285.67,,,
8/21/2018,286.25,287.31,285.71,286.34,,,
8/22/2018,285.88,286.76,285.58,286.17,,,
8/23/2018,285.97,286.94,285.43,285.79,,,
8/24/2018,286.44,287.67,286.38,287.51,,,
8/27/2018,288.86,289.9,288.68,289.78,,,
8/28/2018,290.3,290.42,289.4,289.92,,,
8/29/2018,290.16,291.74,289.89,291.48,,,
8/30/2018,290.94,291.36,289.63,290.3,,,
8/31/2018,289.84,290.81,289.29,290.31,,,
9/4/2018,289.84,290.21,288.68,289.81,,,
9/5/2018,289.41,289.64,287.89,289.03,,,
9/6/2018,289.15,289.49,287,288.16,,,
9/7/2018,286.98,288.7,286.71,287.6,,,
9/10/2018,288.74,289.04,287.88,288.1,,,
9/11/2018,287.37,289.55,286.98,289.05,,,
9/12/2018,289.06,289.8,288.23,289.12,,,
9/13/2018,290.32,291.04,290,290.83,,,
9/14/2018,291.06,291.27,290,290.88,,,
9/17/2018,290.82,290.86,289.03,289.34,,,
9/18/2018,289.58,291.58,289.55,290.91,,,
9/19/2018,290.97,291.69,290.83,291.22,,,
9/20/2018,292.64,293.94,291.24,293.58,,,
9/21/2018,293.09,293.22,291.81,291.99,,,
9/24/2018,291.34,291.5,290.37,291.02,,,
9/25/2018,291.53,291.65,290.48,290.75,,,
9/26/2018,290.91,292.24,289.41,289.88,,,
9/27/2018,290.41,291.91,290.1,290.69,,,
9/28/2018,289.99,291.28,289.95,290.72,,,
10/1/2018,292.11,292.93,290.98,291.73,,,
10/2/2018,291.56,292.36,291.14,291.56,,,
10/3/2018,292.74,293.21,291.32,291.72,,,
10/4/2018,291.18,291.24,287.66,289.44,,,
10/5/2018,289.69,290.27,286.22,287.82,,,
10/8/2018,287.05,288.22,285.5,287.82,,,
10/9/2018,287.39,288.86,286.77,287.4,,,
10/10/2018,286.83,286.91,277.88,278.3,,,
10/11/2018,277.08,278.9,270.36,272.17,,,
10/12/2018,276.77,277.09,272.37,275.95,,,
10/15/2018,275.55,277.04,274.3,274.4,,,
10/16/2018,276.6,280.82,276.07,280.4,,,
10/17/2018,280.44,281.15,277.56,280.45,,,
10/18/2018,279.4,280.07,274.97,276.4,,,
10/19/2018,277.13,279.3,275.47,276.25,,,
10/22/2018,277,277.36,274.41,275.01,,,
10/23/2018,270.95,274.87,268.61,273.61,,,
10/24/2018,273.33,273.76,264.7,265.32,,,
10/25/2018,267.38,271.81,266.23,270.08,,,
10/26/2018,265.92,271,262.29,265.33,,,
10/29/2018,268.8,270.25,259.85,263.86,,,
10/30/2018,263.67,268.12,263.12,267.77,,,
10/31/2018,270.65,273.23,270.12,270.63,,,
11/1/2018,271.6,273.73,270.38,273.51,,,
11/2/2018,274.75,275.23,269.59,271.89,,,
11/5/2018,272.44,274.01,271.35,273.39,,,
11/6/2018,273.32,275.3,273.25,275.12,,,
11/7/2018,277.56,281.1,277.08,281.01,,,
11/8/2018,280.11,281.22,279.22,280.5,,,
11/9/2018,279.03,279.24,276.18,277.76,,,
11/12/2018,277.19,277.46,271.99,272.57,,,
11/13/2018,273.09,275.33,271.25,272.06,,,
11/14/2018,274.16,274.61,268.45,270.2,,,
11/15/2018,268.78,273.54,267.01,273.02,,,
11/16/2018,271.79,274.75,271.21,273.73,,,
11/19/2018,273.05,273.38,268.07,269.1,,,
11/20/2018,265.36,267,263.15,264.12,,,
11/21/2018,265.86,267.15,265.01,265.02,,,
11/23/2018,263.18,264.82,263.07,263.25,,,
11/26/2018,265.78,267.75,265.34,267.5,,,
11/27/2018,266.34,268.4,265.66,268.4,,,
11/28/2018,269.6,274.58,268.33,274.58,,,
11/29/2018,273.71,275.55,272.43,273.98,,,
11/30/2018,273.81,276.28,273.45,275.65,,,
12/3/2018,280.28,280.4,277.51,279.3,,,
12/4/2018,278.37,278.85,269.9,270.25,,,
12/6/2018,265.92,269.97,262.44,269.84,,,
12/7/2018,269.46,271.22,262.63,263.57,,,
12/10/2018,263.37,265.16,258.62,264.07,,,
12/11/2018,267.66,267.87,262.48,264.13,,,
12/12/2018,267.47,269,265.37,265.46,,,
12/13/2018,266.52,267.49,264.12,265.37,,,
12/14/2018,262.96,264.03,259.85,260.47,,,
12/17/2018,259.4,260.65,253.53,255.36,,,
12/18/2018,257.2,257.95,253.28,255.08,,,
12/19/2018,255.17,259.4,249.35,251.26,,,
12/20/2018,249.86,251.62,244.65,247.17,,,
12/21/2018,246.74,249.71,239.98,240.7,,,
12/24/2018,239.04,240.84,234.27,234.34,,,
12/26/2018,235.97,246.18,233.76,246.18,,,
12/27/2018,242.57,248.29,238.96,248.07,,,
12/28/2018,249.58,251.4,246.45,247.75,,,
12/31/2018,249.56,250.19,247.47,249.92,,,
1/2/2019,245.98,251.21,245.95,250.18,,,
1/3/2019,248.23,248.57,243.67,244.21,,,
1/4/2019,247.59,253.11,247.17,252.39,,,
1/7/2019,252.69,255.95,251.69,254.38,,,
1/8/2019,256.82,257.31,254,256.77,,,
1/9/2019,257.56,258.91,256.19,257.97,,,
1/10/2019,256.26,259.16,255.5,258.88,,,
1/11/2019,257.68,259.01,257.03,258.98,,,
1/14/2019,256.86,258.3,256.41,257.4,,,
1/15/2019,257.82,260.7,257.81,260.35,,,
1/16/2019,260.83,261.97,260.6,260.98,,,
1/17/2019,260.01,263.92,259.96,262.96,,,
1/18/2019,264.98,266.98,263,266.46,,,
1/22/2019,264.82,265.06,261.06,262.86,,,
1/23/2019,264.01,264.79,260.66,263.41,,,
1/24/2019,263.21,264.2,262.08,263.55,,,
1/25/2019,265.61,266.7,263.66,265.78,,,
1/28/2019,263.39,263.83,261.79,263.76,,,
1/29/2019,263.92,264.55,262.48,263.41,,,
1/30/2019,265.1,268.52,264.25,267.58,,,
1/31/2019,267.51,270.47,267.27,269.93,,,
2/1/2019,270.15,271.2,269.18,270.06,,,
2/4/2019,270.11,272.03,269.36,271.96,,,
2/5/2019,272.44,273.44,271.88,273.1,,,
2/6/2019,272.79,273.34,271.92,272.74,,,
2/7/2019,270.94,271.55,268.29,270.14,,,
2/8/2019,268.75,270.58,267.83,270.47,,,
2/11/2019,271.2,271.49,270.03,270.62,,,
2/12/2019,272.42,274.52,272.34,274.1,,,
2/13/2019,275.03,275.93,274.56,274.99,,,
2/14/2019,273.78,275.64,272.87,274.38,,,
2/15/2019,276.36,277.41,276.13,277.37,,,
2/19/2019,276.48,278.58,276.47,277.85,,,
2/20/2019,277.81,278.92,277.25,278.41,,,
2/21/2019,277.7,278.1,276.35,277.42,,,
2/22/2019,278.11,279.36,277.4,279.14,,,
2/25/2019,280.73,281.31,279.43,279.52,,,
2/26/2019,279.13,280.3,278.9,279.32,,,
2/27/2019,278.52,279.59,277.48,279.2,,,
2/28/2019,278.96,279.45,278.32,278.68,,,
3/1/2019,280.44,280.88,278.82,280.42,,,
3/4/2019,281.6,281.87,276.84,279.4,,,
3/5/2019,279.54,279.76,278.41,279.02,,,
3/6/2019,279.15,279.16,276.97,277.33,,,
3/7/2019,276.83,276.99,274.07,275.01,,,
3/8/2019,272.94,274.65,272.42,274.46,,,
3/11/2019,275.26,278.62,275.23,278.44,,,
3/12/2019,279.06,280.07,278.85,279.49,,,
3/13/2019,280.48,282.38,280.3,281.34,,,
3/14/2019,281.37,281.84,280.67,281.16,,,
3/15/2019,280.54,282.21,280.33,281.31,,,
3/18/2019,281.55,282.66,281.3,282.33,,,
3/19/2019,283.51,284.36,281.41,282.4,,,
3/20/2019,282.16,283.5,280.32,281.55,,,
3/21/2019,280.64,285.18,280.59,284.73,,,
3/22/2019,283.22,283.8,279.18,279.25,,,
3/25/2019,278.87,280.19,277.64,279.04,,,
3/26/2019,280.99,282.18,279.56,281.12,,,
3/27/2019,281.11,281.76,277.93,279.65,,,
3/28/2019,280.35,281.21,279.07,280.71,,,
3/29/2019,282.39,282.84,281.14,282.48,,,
4/1/2019,284.7,286.16,284.4,285.83,,,
4/2/2019,286.04,286.23,285.09,285.97,,,
4/3/2019,287.32,287.76,285.75,286.42,,,
4/4/2019,286.78,287.46,286.01,287.18,,,
4/5/2019,287.92,288.63,287.6,288.57,,,
4/8/2019,288.1,288.91,287.37,288.79,,,
4/9/2019,287.72,288.08,286.7,287.31,,,
4/10/2019,287.77,288.39,287.31,288.29,,,
4/11/2019,288.83,288.84,287.58,288.21,,,
4/12/2019,290,290.47,288.26,290.16,,,
4/15/2019,290.24,290.35,289.08,289.97,,,
4/16/2019,290.95,291.01,289.5,290.16,,,
4/17/2019,291.4,291.43,288.99,289.45,,,
4/18/2019,290.1,290.32,288.66,290.02,,,
4/22/2019,289.17,290.44,289.07,290.27,,,
4/23/2019,290.68,293.14,290.42,292.88,,,
4/24/2019,292.79,293.16,292.07,292.23,,,
4/25/2019,292.12,292.78,290.73,292.05,,,
4/26/2019,292.1,293.49,291.24,293.41,,,
4/29/2019,293.51,294.45,293.41,293.87,,,
4/30/2019,293.49,294.34,291.92,294.02,,,
5/1/2019,294.72,294.95,291.8,291.81,,,
5/2/2019,291.68,292.7,289.52,291.18,,,
5/3/2019,292.82,294.34,291.3,294.03,,,
5/6/2019,289.25,293.31,288.9,292.82,,,
5/7/2019,290.15,290.81,285.81,287.93,,,
5/8/2019,287.53,289.43,286.87,287.53,,,
5/9/2019,285.23,287.33,283.3,286.66,,,
5/10/2019,285.62,288.94,282.3,288.1,,,
5/13/2019,282.42,283.49,279.93,280.86,,,
5/14/2019,281.99,285.1,281.85,283.4,,,
5/15/2019,281.59,285.77,281.36,285.06,,,
5/16/2019,285.84,289.21,285.76,287.7,,,
5/17/2019,285.14,288.6,285.12,285.84,,,
5/20/2019,284.06,285.96,283.12,283.95,,,
5/21/2019,285.83,286.93,285.55,286.51,,,
5/22/2019,285.45,286.69,285.1,285.63,,,
5/23/2019,283.16,283.21,280.57,282.14,,,
5/24/2019,283.74,284.2,282.09,282.78,,,
5/28/2019,283.09,284.15,280.13,280.15,,,
5/29/2019,278.91,279.36,276.71,278.27,,,
5/30/2019,279.11,280.04,277.81,279.03,,,
5/31/2019,276.2,277.12,275.24,275.27,,,
6/3/2019,275.31,276.55,273.09,274.57,,,
6/4/2019,277.12,280.68,276.62,280.53,,,
6/5/2019,282.33,282.99,280.32,282.96,,,
6/6/2019,283.29,285.55,282.57,284.8,,,
6/7/2019,285.93,288.85,285.74,287.65,,,
6/10/2019,289.37,290.82,288.87,288.97,,,
6/11/2019,290.99,291.4,288.18,288.9,,,
6/12/2019,288.64,289.26,287.82,288.39,,,
6/13/2019,289.4,289.98,288.62,289.58,,,
6/14/2019,289.26,289.93,288.41,289.26,,,
6/17/2019,289.52,290.22,289.18,289.37,,,
6/18/2019,291.39,293.57,290.99,292.4,,,
6/19/2019,292.55,293.65,291.47,293.06,,,
6/20/2019,296.04,296.31,293.13,295.86,,,
6/21/2019,294.13,295.52,293.76,294,,,
6/24/2019,294.23,294.58,293.47,293.64,,,
6/25/2019,293.7,293.73,290.64,290.76,,,
6/26/2019,291.75,292.31,290.35,290.47,,,
6/27/2019,291.31,292.06,290.89,291.5,,,
6/28/2019,292.58,293.55,292.01,293,,,
7/1/2019,296.68,296.92,294.33,295.66,,,
7/2/2019,295.61,296.49,294.68,296.43,,,
7/3/2019,297.18,298.82,297.02,298.8,,,
7/5/2019,297.44,298.64,296.01,298.46,,,
7/8/2019,297.01,298.26,296.22,296.82,,,
7/9/2019,295.54,297.52,295.48,297.19,,,
7/10/2019,298.37,299.66,297.78,298.61,,,
7/11/2019,299.32,299.58,298.2,299.31,,,
7/12/2019,299.85,300.73,299.51,300.65,,,
7/15/2019,301.13,301.13,300.19,300.75,,,
7/16/2019,300.65,300.88,299.44,299.78,,,
7/17/2019,299.75,299.93,297.74,297.74,,,
7/18/2019,297.19,299.25,296.7,298.83,,,
7/19/2019,300.04,300.07,296.98,297.17,,,
7/22/2019,297.61,298.5,297.04,297.9,,,
7/23/2019,299.14,300.03,298.22,300.03,,,
7/24/2019,299.19,301.44,299.09,301.44,,,
7/25/2019,300.94,301,299.11,300,,,
7/26/2019,300.76,302.23,300.62,302.01,,,
7/29/2019,301.88,302.01,300.85,301.46,,,
7/30/2019,299.91,301.17,299.49,300.72,,,
7/31/2019,300.99,301.2,295.2,297.43,,,
8/1/2019,297.6,300.87,293.96,294.84,,,
8/2/2019,293.85,294.12,290.9,292.62,,,
8/5/2019,288.09,288.21,281.72,283.82,,,
8/6/2019,285.91,288.04,284.28,287.8,,,
8/7/2019,284.4,288.82,282.04,287.97,,,
8/8/2019,289.62,293.62,289.01,293.62,,,
8/9/2019,292.58,293.24,289.65,291.62,,,
8/12/2019,289.96,291.61,287.02,288.07,,,
8/13/2019,287.74,294.15,287.36,292.55,,,
8/14/2019,288.07,288.74,283.76,283.9,,,
8/15/2019,284.88,285.64,282.39,284.65,,,
8/16/2019,286.48,289.33,284.7138,288.85,,,
8/19/2019,292.19,293.08,291.44,292.33,,,
8/20/2019,291.77,292.36,289.95,290.09,,,
8/21/2019,292.48,292.86,291.72,292.45,,,
8/22/2019,293.23,293.93,290.4,292.36,,,
8/23/2019,290.92,292.76,283.47,284.85,,,
8/26/2019,287.27,288,285.58,288,,,
8/27/2019,289.54,289.95,286.03,286.87,,,
8/28/2019,286.14,289.07,285.25,288.89,,,
8/29/2019,291.72,293.16,290.61,292.58,,,
8/30/2019,294.22,294.24,291.42,292.45,,,
9/3/2019,290.57,291.58,289.27,290.74,,,
9/4/2019,293.14,294.06,292.31,294.04,,,
9/5/2019,296.79,298.83,294,297.82,,,
9/6/2019,298.17,298.76,297.42,298.05,,,
9/9/2019,299.14,299.24,297.16,298.2,,,
9/10/2019,297.36,298.2,295.97,298.13,,,
9/11/2019,298.47,300.34,297.75,300.25,,,
9/12/2019,301.25,302.46,300.41,301.29,,,
9/13/2019,301.78,302.17,300.68,301.09,,,
9/16/2019,299.84,301.14,299.45,300.16,,,
9/17/2019,299.94,301.02,299.75,300.92,,,
9/18/2019,300.49,301.22,298.24,301.1,,,
9/19/2019,301.53,302.63,300.71,301.08,,,
9/20/2019,300.36,300.67,297.41,298.28,,,
9/23/2019,297.55,299,297.27,298.21,,,
9/24/2019,299.41,299.84,294.81,295.87,,,
9/25/2019,295.96,298.11,294.33,297.62,,,
9/26/2019,297.63,297.86,295.45,297,,,
9/27/2019,297.83,297.95,293.69,295.4,,,
9/30/2019,295.97,297.55,295.92,296.77,,,
10/1/2019,297.74,298.46,293,293.24,,,
10/2/2019,291.5,291.51,286.64,288.06,,,
10/3/2019,287.81,290.45,284.82,290.42,,,
10/4/2019,291.14,294.63,291.08,294.35,,,
10/7/2019,293.47,295.26,292.77,293.08,,,
10/8/2019,291.04,291.85,288.49,288.53,,,
10/9/2019,290.75,292.3,290.06,291.27,,,
10/10/2019,291.18,294.21,291,293.24,,,
10/11/2019,296.27,298.74,296.14,296.28,,,
10/14/2019,295.93,296.67,295.57,295.95,,,
10/15/2019,297.1,299.7,296.97,298.88,,,
10/16/2019,298.37,299.16,297.92,298.4,,,
10/17/2019,299.68,300.24,298.52,299.28,,,
10/18/2019,298.69,299.4,297.03,297.97,,,
10/21/2019,299.42,300.21,298.94,299.99,,,
10/22/2019,300.58,300.9,298.91,299.01,,,
10/23/2019,298.73,299.94,298.5,299.88,,,
10/24/2019,300.91,301.07,299.46,300.37,,,
10/25/2019,299.74,302.2,299.68,301.6,,,
10/28/2019,302.94,303.85,302.91,303.3,,,
10/29/2019,303,304.23,302.86,303.21,,,
10/30/2019,303.43,304.55,301.99,304.14,,,
10/31/2019,304.13,304.13,301.73,303.33,,,
11/1/2019,304.92,306.19,304.74,306.14,,,
11/4/2019,307.85,308,306.96,307.37,,,
11/5/2019,307.59,307.92,306.71,307.03,,,
11/6/2019,307.03,307.4,306.06,307.1,,,
11/7/2019,308.57,309.65,307.66,308.18,,,
11/8/2019,307.8,309,307.03,308.94,,,
11/11/2019,307.42,308.54,307.27,308.35,,,
11/12/2019,308.75,309.99,308.15,309,,,
11/13/2019,307.91,309.54,307.66,309.1,,,
11/14/2019,308.79,309.64,308.09,309.55,,,
11/15/2019,311.02,311.84,310.26,311.79,,,
11/18/2019,311.53,312.28,311.03,312.02,,,
11/19/2019,312.68,312.69,311.22,311.93,,,
11/20/2019,311.28,311.85,309.06,310.77,,,
11/21/2019,310.89,311.01,309.39,310.27,,,
11/22/2019,311.09,311.24,309.85,310.96,,,
11/25/2019,311.98,313.37,311.98,313.37,,,
11/26/2019,313.41,314.28,313.06,314.08,,,
11/27/2019,314.61,315.48,314.37,315.48,,,
11/29/2019,314.86,315.13,314.06,314.31,,,
12/2/2019,314.59,314.66,311.17,311.64,,,
12/3/2019,308.65,309.64,307.13,309.55,,,
12/4/2019,310.7,312.12,310.32,311.46,,,
12/5/2019,312.23,312.25,310.58,312.02,,,
12/6/2019,314.12,315.31,314.11,314.87,,,
12/9/2019,314.44,315.18,313.8,313.88,,,
12/10/2019,313.82,314.55,312.81,313.53,,,
12/11/2019,314.03,314.7,313.44,314.42,,,
12/12/2019,314.43,317.99,314.17,317.13,,,
12/13/2019,316.87,318.67,316.02,317.32,,,
12/16/2019,319.22,320.15,317.25,319.5,,,
12/17/2019,319.92,320.25,319.48,319.57,,,
12/18/2019,320,320.25,319.53,319.59,,,
12/19/2019,319.8,320.98,319.52,320.9,,,
12/20/2019,320.46,321.97,319.39,320.73,,,
12/23/2019,321.59,321.65,321.06,321.22,,,
12/24/2019,321.47,321.52,320.9,321.23,,,
12/26/2019,321.65,322.95,321.64,322.94,,,
12/27/2019,323.74,323.8,322.28,322.86,,,
12/30/2019,322.95,323.1,320.55,321.08,,,
12/31/2019,320.53,322.13,320.15,321.86,,,
1/2/2020,323.54,324.89,322.53,324.87,,,
1/3/2020,321.16,323.64,321.1,322.41,,,
1/6/2020,320.49,323.73,320.36,323.64,,,
1/7/2020,323.02,323.54,322.24,322.73,,,
1/8/2020,322.94,325.78,322.67,324.45,,,
1/9/2020,326.16,326.73,325.52,326.65,,,
1/10/2020,327.29,327.46,325.2,325.71,,,
1/13/2020,326.39,327.96,325.92,327.95,,,
1/14/2020,327.47,328.62,326.84,327.45,,,
1/15/2020,327.35,329.02,327.26,328.19,,,
1/16/2020,329.7,330.92,329.45,330.92,,,
1/17/2020,331.7,332.18,330.85,331.95,,,
1/21/2020,330.9,332.18,330.82,331.3,,,
1/22/2020,332.24,332.95,331.17,331.34,,,
1/23/2020,330.63,332.17,329.41,331.72,,,
1/24/2020,332.44,332.53,327.36,328.77,,,
1/27/2020,323.03,325.12,322.66,323.5,,,
1/28/2020,325.06,327.85,323.6,326.89,,,
1/29/2020,328.38,328.63,326.4,326.62,,,
1/30/2020,324.36,327.91,323.54,327.68,,,
1/31/2020,327,327.17,320.73,321.73,,,
2/3/2020,323.35,326.16,323.22,324.12,,,
2/4/2020,328.07,330.01,327.72,329.06,,,
2/5/2020,332.27,333.09,330.67,332.86,,,
2/6/2020,333.91,334.19,332.8,333.98,,,
2/7/2020,332.82,333.99,331.6,332.2,,,
2/10/2020,331.23,334.75,331.19,334.68,,,
2/11/2020,336.16,337.02,334.68,335.26,,,
2/12/2020,336.83,337.65,336.43,337.42,,,
2/13/2020,335.86,338.12,335.56,337.06,,,
2/14/2020,337.51,337.73,336.2,337.6,,,
2/18/2020,336.51,337.67,335.21,336.73,,,
2/19/2020,337.79,339.08,337.48,338.34,,,
2/20/2020,337.74,338.64,333.68,336.95,,,
2/21/2020,335.47,335.81,332.58,333.48,,,
